UP-log2(FC)	UP-entry	UP-mgi_symbol	UP-refseq_mrna	UP-entrezgene	UP-description
1.98167459125835	713	Fgd4	NM_139232	224014	FYVE
1.98151368086808	1523	Rpl7a	NM_013721	27176	ribosomal protein L7A [Source:MGI Symbol
1.98016050766171	2323	E230029C05Rik	0	NA	RIKEN cDNA E230029C05 gene [Source:MGI Symbol
1.98010907266241	2326	Tlr8	0	170744	toll-like receptor 8 [Source:MGI Symbol
1.9794741226996	496	Cbx5	NM_001076789	12419	chromobox 5 [Source:MGI Symbol
1.97837257696375	4524	Rps12	NM_011295	20042	ribosomal protein S12 [Source:MGI Symbol
1.97671394432686	646	Gm1966	0	NA	predicted gene 1966 [Source:MGI Symbol
1.97663287334191	10221	Eid2	NM_198425	386655	EP300 interacting inhibitor of differentiation 2 [Source:MGI Symbol
1.9748805571081	258	Eef2	NM_007907	13629	eukaryotic translation elongation factor 2 [Source:MGI Symbol
1.97419740284865	1775	Mansc1	NM_026345	67729	MANSC domain containing 1 [Source:MGI Symbol
1.97224418906156	4554	Rps3a2	0	NA	ribosomal protein S3A2 [Source:MGI Symbol
1.97120562824864	3530	Hirip3	NM_172746	233876	HIRA interacting protein 3 [Source:MGI Symbol
1.96872886601485	837	BC055308	0	NA	cDNA sequence BC055308 [Source:MGI Symbol
1.9677579672596	3598	Ddx21	NM_019553	56200	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21 [Source:MGI Symbol
1.96729197546329	3084	Gm37082	0	NA	predicted gene
1.96518567727725	1894	Fau	NM_007990	14109	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived) [Source:MGI Symbol
1.96406966750138	6002	Hist3h2bb-ps	0	NA	histone cluster 3
1.96379979495181	5500	Ahcy	NM_016661	269378	S-adenosylhomocysteine hydrolase [Source:MGI Symbol
1.9626339576507	10438	Rrp15	NM_026041	67223	ribosomal RNA processing 15 homolog (S. cerevisiae) [Source:MGI Symbol
1.9585404530173	10471	Fam92a	NM_026558	68099	family with sequence similarity 92
1.95629633023046	2882	Rps26	NM_013765	27370	ribosomal protein S26 [Source:MGI Symbol
1.95552512700545	8021	Hadh	NM_008212	15107	hydroxyacyl-Coenzyme A dehydrogenase [Source:MGI Symbol
1.95523025122545	7991	Rpl27-ps3	0	108167922	ribosomal protein L27
1.95427073426034	400	Disc1	0	244667	disrupted in schizophrenia 1 [Source:MGI Symbol
1.95420325964699	264	Suv39h1	NM_011514	20937	suppressor of variegation 3-9 homolog 1 (Drosophila) [Source:MGI Symbol
1.95363983705562	3020	Hells	NM_008234	15201	helicase
1.94643244120594	1168	Cenph	NM_021886	26886	centromere protein H [Source:MGI Symbol
1.94556865781837	2317	Sorbs3	NM_001271408	20410	sorbin and SH3 domain containing 3 [Source:MGI Symbol
1.94471202122982	879	Cdca5	NM_026410	67849	cell division cycle associated 5 [Source:MGI Symbol
1.94469474512654	9120	Ak1	NM_001198790	11636	adenylate kinase 1 [Source:MGI Symbol
1.94374223287363	382	Daglb	NM_144915	231871	diacylglycerol lipase
1.94136597778144	8672	Itga1	NM_001033228	109700	integrin alpha 1 [Source:MGI Symbol
1.9405595248091	7843	Nat10	NM_153126	98956	N-acetyltransferase 10 [Source:MGI Symbol
1.93920255328157	6647	Gm28539	0	NA	predicted gene 28539 [Source:MGI Symbol
1.93900302556505	1120	Mafb	NM_010658	16658	v-maf musculoaponeurotic fibrosarcoma oncogene family
1.93889151416946	2257	Zfp760	NM_001008501	240034	zinc finger protein 760 [Source:MGI Symbol
1.93741593660159	1667	C1qa	NM_007572	12259	complement component 1
1.93716401380896	1979	Rpsa	NM_011029	16785	ribosomal protein SA [Source:MGI Symbol
1.93613756131115	9749	Chchd10	NM_175329	103172	coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:MGI Symbol
1.93331687423982	2646	Rps12-ps3	0	NA	ribosomal protein S12
1.93156261864623	1140	Plxnb3	0	140571	plexin B3 [Source:MGI Symbol
1.92867106945508	394	Fen1	0	14156	flap structure specific endonuclease 1 [Source:MGI Symbol
1.92781212225689	5850	Sgsm2	NM_197943	97761	small G protein signaling modulator 2 [Source:MGI Symbol
1.92691678997557	8306	Dph1	NM_144491	116905	diphthamide biosynthesis 1 [Source:MGI Symbol
1.92680294844046	690	Gm38158	0	NA	predicted gene
1.9232222166732	1206	4930577N17Rik	0	NA	RIKEN cDNA 4930577N17 gene [Source:MGI Symbol
1.91899066284463	3492	Acat1	NM_144784	110446	acetyl-Coenzyme A acetyltransferase 1 [Source:MGI Symbol
1.91516112455134	1303	Snhg14	0	NA	small nucleolar RNA host gene 14 [Source:MGI Symbol
1.91382061727203	3481	Eef1g	NM_026007	67160	eukaryotic translation elongation factor 1 gamma [Source:MGI Symbol
1.91375044639109	2337	Tubb2b	NM_023716	73710	tubulin
1.9134003343325	401	Tacc1	NM_199323	320165	transforming
1.9124287906607	227	Vrk1	NM_011705	22367	vaccinia related kinase 1 [Source:MGI Symbol
1.91209582687629	2108	Cdkn3	NM_028222	72391	cyclin-dependent kinase inhibitor 3 [Source:MGI Symbol
1.90784696499958	306	1700025G04Rik	0	69399	RIKEN cDNA 1700025G04 gene [Source:MGI Symbol
1.90777746821143	10094	Gsto1	NM_010362	14873	glutathione S-transferase omega 1 [Source:MGI Symbol
1.90744012348521	303	Pold1	NM_011131	18971	polymerase (DNA directed)
1.90740920633153	5203	Rpl19-ps11	0	NA	ribosomal protein L19
1.90739853790858	748	Ptprs	NM_011218	19280	protein tyrosine phosphatase
1.90634647659185	5870	Rab34	NM_001159482	19376	RAB34
1.90586266959651	1359	Gng7	0	14708	guanine nucleotide binding protein (G protein)
1.90511657267894	304	Lyl1	NM_008535	17095	lymphoblastomic leukemia 1 [Source:MGI Symbol
1.90466566158858	6539	Mybbp1a	NM_016776	18432	MYB binding protein (P160) 1a [Source:MGI Symbol
1.9039041544138	7331	Ears2	0	67417	glutamyl-tRNA synthetase 2
1.90375715214829	362	Lair1	NM_001302676	52855	leukocyte-associated Ig-like receptor 1 [Source:MGI Symbol
1.90313434673049	353	Ttc7	NM_028639	225049	tetratricopeptide repeat domain 7 [Source:MGI Symbol
1.90036711008018	2632	Fam72a	NM_175382	108900	family with sequence similarity 72
1.89919130075015	4222	Rpl15	NM_025586	66480	ribosomal protein L15 [Source:MGI Symbol
1.89809750471792	1190	Trp53inp1	NM_021897	60599	transformation related protein 53 inducible nuclear protein 1 [Source:MGI Symbol
1.89697290646895	912	Vsir	NM_028732	74048	V-set immunoregulatory receptor [Source:MGI Symbol
1.89360736408138	3285	Zbtb8a	NM_028603	73680	zinc finger and BTB domain containing 8a [Source:MGI Symbol
1.89323624724846	5431	Vegfb	NM_001185164	22340	vascular endothelial growth factor B [Source:MGI Symbol
1.89264948538725	934	Zmat3	NM_009517	22401	zinc finger matrin type 3 [Source:MGI Symbol
1.89090106543276	583	Rnase4	NM_021472	58809	ribonuclease
1.88929137046803	2793	Hist2h2bb	NM_175666	319189	histone cluster 2
1.88913347312766	2392	Sntb1	NM_016667	20649	syntrophin
1.888902688336	5424	Fam3c	NM_138587	27999	family with sequence similarity 3
1.88874545295709	3998	Mphosph9	NM_001081323	269702	M-phase phosphoprotein 9 [Source:MGI Symbol
1.88784711610345	2221	Fh1	NM_010209	14194	fumarate hydratase 1 [Source:MGI Symbol
1.88560219328932	1648	Paqr4	NM_023824	76498	progestin and adipoQ receptor family member IV [Source:MGI Symbol
1.88559812136496	2889	Gm12397	0	NA	predicted gene 12397 [Source:MGI Symbol
1.88454912744922	7066	Psmg4	NM_001110515	69666	proteasome (prosome
1.88346477242937	513	2510016D11Rik	0	NA	RIKEN cDNA 2510016D11 gene [Source:MGI Symbol
1.88238468748386	669	Ttyh3	NM_001308040	78339	tweety family member 3 [Source:MGI Symbol
1.88223450688506	5317	2610507I01Rik	0	NA	RIKEN cDNA 2610507I01 gene [Source:MGI Symbol
1.88193596695209	473	Gas6	NM_019521	14456	growth arrest specific 6 [Source:MGI Symbol
1.87991577633958	1844	Phtf2	NM_172992	68770	putative homeodomain transcription factor 2 [Source:MGI Symbol
1.87683865292677	759	Galc	NM_008079	14420	galactosylceramidase [Source:MGI Symbol
1.87619820980532	1295	Napsa	NM_008437	16541	napsin A aspartic peptidase [Source:MGI Symbol
1.87530253208909	6280	Tyrobp	0	22177	TYRO protein tyrosine kinase binding protein [Source:MGI Symbol
1.87463007333388	4748	Rab6b	0	270192	RAB6B
1.87375610388011	7201	BC026585	0	226527	cDNA sequence BC026585 [Source:MGI Symbol
1.87312366178295	854	C330027C09Rik	0	224171	RIKEN cDNA C330027C09 gene [Source:MGI Symbol
1.87144510495099	5325	Abcb4	NM_008830	18670	ATP-binding cassette
1.86846034008569	4522	Gm9625	0	NA	predicted gene 9625 [Source:MGI Symbol
1.86802572076239	5226	Ehhadh	NM_023737	74147	enoyl-Coenzyme A
1.86712280507068	3436	Cbx8	NM_013926	30951	chromobox 8 [Source:MGI Symbol
1.86572175809458	7446	Endog	NM_007931	13804	endonuclease G [Source:MGI Symbol
1.86502315849433	452	A530017D24Rik	0	NA	RIKEN cDNA A530017D24 gene [Source:MGI Symbol
1.86356746991949	2520	Akr1b3	0	11677	aldo-keto reductase family 1
1.85816791895857	775	Asf1b	NM_024184	66929	anti-silencing function 1B histone chaperone [Source:MGI Symbol
1.85674992114029	2582	Tkt	NM_009388	21881	transketolase [Source:MGI Symbol
1.85616848320485	7576	B630019K06Rik	0	NA	RIKEN cDNA B630019K06 gene [Source:MGI Symbol
1.85123686431542	228	Eml4	NM_001286567	78798	echinoderm microtubule associated protein like 4 [Source:MGI Symbol
1.84975798578334	970	Utp14a	NM_028276	72554	UTP14A small subunit processome component [Source:MGI Symbol
1.83972186113963	1782	Traip	0	22036	TRAF-interacting protein [Source:MGI Symbol
1.83694955864794	3737	Adk	NM_134079	11534	adenosine kinase [Source:MGI Symbol
1.83602435964362	741	Gen1	NM_177331	209334	GEN1
1.83502594736185	679	Kif22	0	110033	kinesin family member 22 [Source:MGI Symbol
1.83345040465323	4979	Hist4h4	NM_175652	320332	histone cluster 4
1.83282688226275	974	Hsd17b4	NM_008292	15488	hydroxysteroid (17-beta) dehydrogenase 4 [Source:MGI Symbol
1.83109334325181	7903	2810025M15Rik	0	NA	RIKEN cDNA 2810025M15 gene [Source:MGI Symbol
1.83106877769452	3423	Vmac	NM_001166474	106639	vimentin-type intermediate filament associated coiled-coil protein [Source:MGI Symbol
1.82823766703975	734	Wdfy4	0	545030	WD repeat and FYVE domain containing 4 [Source:MGI Symbol
1.82799282059639	1220	Inpp4b	0	234515	inositol polyphosphate-4-phosphatase
1.82631486469492	2133	1810011H11Rik	NM_001163616	69069	RIKEN cDNA 1810011H11 gene [Source:MGI Symbol
1.82587012291954	1205	Nr4a1	NM_010444	15370	nuclear receptor subfamily 4
1.82582829805944	701	Myo7a	NM_001256081	17921	myosin VIIA [Source:MGI Symbol
1.82548403038981	4747	Txndc5	NM_145367	105245	thioredoxin domain containing 5 [Source:MGI Symbol
1.82523028253495	3722	Gm9385	0	NA	predicted pseudogene 9385 [Source:MGI Symbol
1.82498620703262	2126	Abi2	NM_198127	329165	abl-interactor 2 [Source:MGI Symbol
1.8246544588126	619	Stard4	NM_133774	170459	StAR-related lipid transfer (START) domain containing 4 [Source:MGI Symbol
1.82420729964603	971	Pparg	NM_001127330	19016	peroxisome proliferator activated receptor gamma [Source:MGI Symbol
1.82405306253619	651	Frat1	NM_008043	14296	frequently rearranged in advanced T cell lymphomas [Source:MGI Symbol
1.82375447648708	224	E2f2	NM_177733	242705	E2F transcription factor 2 [Source:MGI Symbol
1.82340810423281	3343	Kcnq1ot1	0	NA	KCNQ1 overlapping transcript 1 [Source:MGI Symbol
1.82310955369959	663	Dock5	NM_177780	68813	dedicator of cytokinesis 5 [Source:MGI Symbol
1.82281133586603	1966	Rnf150	NM_177378	330812	ring finger protein 150 [Source:MGI Symbol
1.82158557885375	1024	Arhgef39	0	230098	Rho guanine nucleotide exchange factor (GEF) 39 [Source:MGI Symbol
1.82150382281225	700	Gm28417	0	NA	predicted gene 28417 [Source:MGI Symbol
1.81850536205649	3268	Limk1	NM_010717	16885	LIM-domain containing
1.81655846662315	4856	Naca	NM_001113199	17938	nascent polypeptide-associated complex alpha polypeptide [Source:MGI Symbol
1.81570891293885	4431	Tdp1	NM_028354	104884	tyrosyl-DNA phosphodiesterase 1 [Source:MGI Symbol
1.81359401228641	2355	Clec4a3	NM_001204241	73149	C-type lectin domain family 4
1.81058297892798	5403	Mcoln3	0	171166	mucolipin 3 [Source:MGI Symbol
1.80996562112203	1577	Nup85	NM_001002929	445007	nucleoporin 85 [Source:MGI Symbol
1.80987624394136	386	Exoc6	NM_175353	107371	exocyst complex component 6 [Source:MGI Symbol
1.80936949807943	4033	Them6	NM_198607	223626	thioesterase superfamily member 6 [Source:MGI Symbol
1.80871327638317	4658	Rps29	NM_009093	20090	ribosomal protein S29 [Source:MGI Symbol
1.8059073427443	1767	Cep131	NM_009734	12009	centrosomal protein 131 [Source:MGI Symbol
1.80272177901627	8239	Mtap	NM_024433	66902	methylthioadenosine phosphorylase [Source:MGI Symbol
1.80187363786598	5060	Ralgps2	NM_001159968	78255	Ral GEF with PH domain and SH3 binding motif 2 [Source:MGI Symbol
1.80141059871751	3595	Aldoc	NM_001303423	11676	aldolase C
1.79935540576977	3110	Atr	0	245000	ataxia telangiectasia and Rad3 related [Source:MGI Symbol
1.79907415873843	3776	Hist1h2bg	NM_178196	319181	histone cluster 1
1.79718463583147	1156	Gm13684	0	NA	predicted gene 13684 [Source:MGI Symbol
1.79465340041029	3217	Rpl29	NM_001324533	19944	ribosomal protein L29 [Source:MGI Symbol
1.79432511248081	560	Dicer1	NM_148948	192119	dicer 1
1.79318506129774	2871	Gm26520	0	NA	predicted gene
1.79307179945783	1605	Egr1	0	13653	early growth response 1 [Source:MGI Symbol
1.79284278163501	8022	Spint1	NM_016907	20732	serine protease inhibitor
1.79244794037162	5133	Fkbp2	NM_001166368	14227	FK506 binding protein 2 [Source:MGI Symbol
1.79209440694868	8141	Snrpd2	NM_026943	107686	small nuclear ribonucleoprotein D2 [Source:MGI Symbol
1.79106620454045	1274	Gm45221	0	NA	predicted gene 45221 [Source:MGI Symbol
1.78999739629235	398	Parvg	NM_022321	64099	parvin
1.78952503680833	1488	Bbc3	0	170770	BCL2 binding component 3 [Source:MGI Symbol
1.78948672995813	6093	Akap1	NM_009648	11640	A kinase (PRKA) anchor protein 1 [Source:MGI Symbol
1.78945747551983	1515	Fam43a	NM_177632	224093	family with sequence similarity 43
1.78942394563013	5659	Chd1l	NM_026539	68058	chromodomain helicase DNA binding protein 1-like [Source:MGI Symbol
1.78905768356936	5319	Tarsl2	0	272396	threonyl-tRNA synthetase-like 2 [Source:MGI Symbol
1.7859300081838	445	Pphln1	NM_146062	223828	periphilin 1 [Source:MGI Symbol
1.78566128495036	2437	Trim44	NM_020267	80985	tripartite motif-containing 44 [Source:MGI Symbol
1.78279011893597	1025	Kcnh7	NM_133207	170738	potassium voltage-gated channel
1.78090029577646	4394	Alg8	NM_199035	381903	asparagine-linked glycosylation 8 (alpha-1
1.77904354833669	2368	Dennd2d	0	72121	DENN/MADD domain containing 2D [Source:MGI Symbol
1.77861113270753	573	Brip1	NM_178309	237911	BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol
1.77811835840363	1822	Dnajc27	NM_153082	217378	DnaJ heat shock protein family (Hsp40) member C27 [Source:MGI Symbol
1.77634366147673	3836	Fam217b	NM_001081289	71532	family with sequence similarity 217
1.77611824359779	3412	Lurap1	NM_026547	68075	leucine rich adaptor protein 1 [Source:MGI Symbol
1.77549195665314	4235	Atpif1	0	11983	ATPase inhibitory factor 1 [Source:MGI Symbol
1.775392452329	1580	Ccdc69	NM_177471	52570	coiled-coil domain containing 69 [Source:MGI Symbol
1.77511515523642	3377	Prrt1	NM_030890	260297	proline-rich transmembrane protein 1 [Source:MGI Symbol
1.77465029718665	799	Ap1s2	NM_001290379	108012	adaptor-related protein complex 1
1.77451591491792	3001	Zfp90	0	22751	zinc finger protein 90 [Source:MGI Symbol
1.77385603964492	2365	Gm45222	0	NA	predicted gene 45222 [Source:MGI Symbol
1.77338776702448	6037	Xxylt1	NM_198626	268880	xyloside xylosyltransferase 1 [Source:MGI Symbol
1.77338316098397	4769	Idh2	NM_173011	269951	isocitrate dehydrogenase 2 (NADP+)
1.7729785092631	11114	Gstm5	NM_010360	14866	glutathione S-transferase
1.77225067518152	5614	Rpl19	NM_001159483	19921	ribosomal protein L19 [Source:MGI Symbol
1.77151760243334	836	Fnbp1l	0	214459	formin binding protein 1-like [Source:MGI Symbol
1.7705989795084	1340	Tbc1d30	NM_029057	74694	TBC1 domain family
1.76922243026725	194	Adcy7	NM_007406	11513	adenylate cyclase 7 [Source:MGI Symbol
1.7673598066798	3712	Zfp398	0	272347	zinc finger protein 398 [Source:MGI Symbol
1.76693981793835	3132	Gm38082	0	NA	predicted gene
1.76598162121796	1958	Pycard	NM_023258	66824	PYD and CARD domain containing [Source:MGI Symbol
1.76533612408118	247	Zfp385a	NM_013866	29813	zinc finger protein 385A [Source:MGI Symbol
1.7632605505876	5084	Dcaf4	NM_030246	73828	DDB1 and CUL4 associated factor 4 [Source:MGI Symbol
1.76271243493265	1973	Plxna3	0	18846	plexin A3 [Source:MGI Symbol
1.76235405159391	436	Hpgds	NM_019455	54486	hematopoietic prostaglandin D synthase [Source:MGI Symbol
1.76153068316092	7841	Polr1b	NM_009086	20017	polymerase (RNA) I polypeptide B [Source:MGI Symbol
1.76088448024086	511	Eid1	NM_025613	58521	EP300 interacting inhibitor of differentiation 1 [Source:MGI Symbol
1.75931447146258	6028	Noc2l	NM_021303	57741	NOC2 like nucleolar associated transcriptional repressor [Source:MGI Symbol
1.75792902883964	6948	Lipt2	NM_026010	67164	lipoyl(octanoyl) transferase 2 (putative) [Source:MGI Symbol
1.75716606853315	11211	Ccdc166	NM_001163518	223648	coiled-coil domain containing 166 [Source:MGI Symbol
1.75664267593816	2527	Khk	NM_008439	16548	ketohexokinase [Source:MGI Symbol
1.75420973407002	6555	Ola1	NM_025942	67059	Obg-like ATPase 1 [Source:MGI Symbol
1.75157446945456	324	Cep128	NM_181815	75216	centrosomal protein 128 [Source:MGI Symbol
1.75137938172361	1545	Frmd4b	NM_145148	232288	FERM domain containing 4B [Source:MGI Symbol
1.75038386812306	2174	AF529169	NM_153509	209743	cDNA sequence AF529169 [Source:MGI Symbol
1.74972816960835	311	Gna12	NM_010302	14673	guanine nucleotide binding protein
1.74792315561113	3560	Gm9755	0	NA	predicted pseudogene 9755 [Source:MGI Symbol
1.74763714897535	2581	Cd59a	NM_007652	12509	CD59a antigen [Source:MGI Symbol
1.74628265820481	1614	Kif5c	NM_008449	16574	kinesin family member 5C [Source:MGI Symbol
1.74558740918072	2835	Poli	NM_001136090	26447	polymerase (DNA directed)
1.74493789045054	847	Brca2	0	12190	breast cancer 2
1.74485602551389	6853	Itga9	NM_133721	104099	integrin alpha 9 [Source:MGI Symbol
1.74472968042008	1407	Nckipsd	NM_030729	80987	NCK interacting protein with SH3 domain [Source:MGI Symbol
1.74431005073573	2765	Hist1h4a	NM_178192	326619	histone cluster 1
1.74315393021508	2542	Ugt1a7c	0	394432	UDP glucuronosyltransferase 1 family
1.74241563979868	3475	Lrpprc	NM_028233	72416	leucine-rich PPR-motif containing [Source:MGI Symbol
1.74093231089002	1285	Larp7	NM_138593	28036	La ribonucleoprotein domain family
1.73986208089592	6508	Sdhaf4	NM_026503	68002	succinate dehydrogenase complex assembly factor 4 [Source:MGI Symbol
1.73936760649303	588	Peli2	NM_033602	93834	pellino 2 [Source:MGI Symbol
1.73894455270223	1789	Gm37127	0	NA	predicted gene
1.7365771524326	6971	Pold2	NM_008894	18972	polymerase (DNA directed)
1.73644463494066	8040	Snrpf	NM_027246	69878	small nuclear ribonucleoprotein polypeptide F [Source:MGI Symbol
1.73633073041682	1447	Sap18	NM_009119	20220	Sin3-associated polypeptide 18 [Source:MGI Symbol
1.73487266791011	1014	Pxmp2	NM_008993	19301	peroxisomal membrane protein 2 [Source:MGI Symbol
1.73416103710462	2560	Ctdspl	NM_133710	69274	CTD (carboxy-terminal domain
1.73216706684137	3355	Gm26546	0	NA	predicted gene
1.73177969340212	5074	Cisd3	0	217149	CDGSH iron sulfur domain 3 [Source:MGI Symbol
1.72864784338822	1632	Itpripl1	0	73338	inositol 1
1.72830189337397	3068	Suox	NM_173733	211389	sulfite oxidase [Source:MGI Symbol
1.72791764448467	9385	Kctd17	NM_001289672	72844	potassium channel tetramerisation domain containing 17 [Source:MGI Symbol
1.72675078780012	597	Gm42715	0	NA	predicted gene 42715 [Source:MGI Symbol
1.72569894060318	1151	Dnajb5	0	56323	DnaJ heat shock protein family (Hsp40) member B5 [Source:MGI Symbol
1.72564390895933	2903	Parp1	0	11545	poly (ADP-ribose) polymerase family
1.72360757780291	5629	Wdr18	NM_175450	216156	WD repeat domain 18 [Source:MGI Symbol
1.72214756803417	8151	Rundc3b	NM_198620	242819	RUN domain containing 3B [Source:MGI Symbol
